Nome,Comandante,Cor,Custo,Tipo,Subtipo,Preco_USD,EDHREC_Rank,Deck
Zagoth Triome,0,BGU,0,Land,Swamp Forest Island,20.46,362,GutoGarcia
"Krenko, Mob Boss",1,R,4,Legendary Creature,Goblin Warrior,1.25,1092,Habaagu
Abrade,0,R,2,Instant,N/A,N/A,161,Habaagu
Akki Underminer,0,R,4,Creature,Goblin Rogue Shaman,0.21,20367,Habaagu
Arms Dealer,0,R,3,Creature,Goblin Rogue,0.16,11895,Habaagu
Ashnod's Altar,0,Incolor,3,Artifact,N/A,8.84,108,Habaagu
Basilisk Collar,0,Incolor,1,Artifact,Equipment,2.72,310,Habaagu
Battle Cry Goblin,0,R,2,Creature,Goblin,0.25,4534,Habaagu
Beetleback Chief,0,R,4,Creature,Goblin Warrior,N/A,3227,Habaagu
Boggart Shenanigans,0,R,3,Kindred Enchantment,Goblin,2.33,6364,Habaagu
Brash Taunter,0,R,5,Creature,Goblin,1.15,699,Habaagu
"Breeches, Eager Pillager",0,R,3,Legendary Creature,Goblin Pirate,0.76,2648,Habaagu
Brightstone Ritual,0,R,1,Instant,N/A,2.81,2459,Habaagu
Castle Embereth,0,R,0,Land,N/A,N/A,864,Habaagu
Caterwauling Boggart,0,R,4,Creature,Goblin Shaman,0.27,14359,Habaagu
Cavern of Souls,0,Incolor,0,Land,N/A,36.9,112,Habaagu
Chaos Warp,0,R,3,Instant,N/A,N/A,29,Habaagu
Defense Grid,0,Incolor,2,Artifact,N/A,4.74,1868,Habaagu
Dragon Fodder,0,R,2,Sorcery,N/A,0.1,1797,Habaagu
Fire Diamond,0,R,2,Artifact,N/A,0.2,539,Habaagu
Flamekin Village,0,R,0,Land,N/A,1.73,4452,Habaagu
Forgotten Cave,0,R,0,Land,N/A,0.1,646,Habaagu
Gempalm Incinerator,0,R,3,Creature,Goblin,0.21,5840,Habaagu
Goblin Bombardment,0,R,2,Enchantment,N/A,2.61,397,Habaagu
Goblin Burrows,0,R,0,Land,N/A,0.58,9700,Habaagu
Goblin Chieftain,0,R,3,Creature,Goblin,7.24,2542,Habaagu
Goblin Chirurgeon,0,R,1,Creature,Goblin Shaman,N/A,3249,Habaagu
Goblin General,0,R,3,Creature,Goblin Warrior,N/A,18419,Habaagu
Goblin Grenade,0,R,1,Sorcery,N/A,0.55,5911,Habaagu
Goblin King,0,R,3,Creature,Goblin,22.61,3240,Habaagu
Goblin Lackey,0,R,1,Creature,Goblin,N/A,5358,Habaagu
Goblin Marshal,0,R,6,Creature,Goblin Warrior,1.17,17457,Habaagu
Goblin Matron,0,R,3,Creature,Goblin,0.21,1557,Habaagu
Goblin Oriflamme,0,R,2,Enchantment,N/A,0.31,12462,Habaagu
Goblin Rabblemaster,0,R,3,Creature,Goblin Warrior,0.88,3585,Habaagu
Goblin Ringleader,0,R,4,Creature,Goblin,0.72,4062,Habaagu
Goblin Sharpshooter,0,R,3,Creature,Goblin,22.8,3318,Habaagu
Goblin Traprunner,0,R,4,Creature,Goblin,0.15,7313,Habaagu
Goblin War Drums,0,R,3,Enchantment,N/A,1.38,4680,Habaagu
Goblin War Strike,0,R,1,Sorcery,N/A,3.18,4264,Habaagu
Goblin Warchief,0,R,3,Creature,Goblin Warrior,0.65,2085,Habaagu
Goblin Wizard,0,R,4,Creature,Goblin Wizard,N/A,15377,Habaagu
Hanweir Battlements,0,R,0,Land,N/A,0.91,2656,Habaagu
Hobgoblin Bandit Lord,0,R,3,Creature,Goblin Rogue,4.74,3209,Habaagu
Hordeling Outburst,0,R,3,Sorcery,N/A,0.31,2062,Habaagu
"Ib Halfheart, Goblin Tactician",0,R,4,Legendary Creature,Goblin Advisor,1.17,10672,Habaagu
Impact Tremors,0,R,2,Enchantment,N/A,N/A,201,Habaagu
"Kiki-Jiki, Mirror Breaker",0,R,5,Legendary Creature,Goblin Shaman,8.39,906,Habaagu
"Krenko, Baron of Tin Street",0,R,3,Legendary Creature,Goblin,0.23,7982,Habaagu
Krenko's Command,0,R,2,Sorcery,N/A,0.19,1900,Habaagu
Last-Ditch Effort,0,R,1,Instant,N/A,2.0,10355,Habaagu
Legion Loyalist,0,R,1,Creature,Goblin Soldier,5.61,4502,Habaagu
Lightning Bolt,0,R,1,Instant,N/A,0.76,177,Habaagu
Lightning Crafter,0,R,4,Creature,Goblin Shaman,3.1,11830,Habaagu
Lightning Greaves,0,Incolor,2,Artifact,Equipment,N/A,13,Habaagu
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,Habaagu
Nim Deathmantle,0,Incolor,2,Artifact,Equipment,3.88,2633,Habaagu
"Nykthos, Shrine to Nyx",0,Incolor,0,Legendary Land,N/A,39.86,166,Habaagu
Pashalik Mons,0,R,3,Legendary Creature,Goblin Warrior,1.42,2587,Habaagu
Reckless Bushwhacker,0,R,3,Creature,Goblin Warrior Ally,0.25,13525,Habaagu
Reckless One,0,R,4,Creature,Goblin Avatar,2.54,10778,Habaagu
Redcap Gutter-Dweller,0,R,4,Creature,Goblin Warrior,0.15,7278,Habaagu
Ruby Medallion,0,Incolor,2,Artifact,N/A,6.89,484,Habaagu
Rundvelt Hordemaster,0,R,2,Creature,Goblin Warrior,3.52,4395,Habaagu
Shared Animosity,0,R,3,Enchantment,N/A,0.85,637,Habaagu
Siege-Gang Commander,0,R,5,Creature,Goblin,N/A,1456,Habaagu
Skirk Fire Marshal,0,R,5,Creature,Goblin,3.91,10397,Habaagu
Skullclamp,0,Incolor,1,Artifact,Equipment,N/A,39,Habaagu
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,Habaagu
Spawn-Gang Commander,0,R,5,Creature,Eldrazi Goblin,0.09,7676,Habaagu
"Squee, Dubious Monarch",0,R,3,Legendary Creature,Goblin Noble,0.49,3748,Habaagu
"Squee, Goblin Nabob",0,R,3,Legendary Creature,Goblin,0.2,4082,Habaagu
Tuktuk Scrapper,0,R,4,Creature,Goblin Artificer Ally,0.18,12752,Habaagu
Volley Veteran,0,R,4,Creature,Goblin Warrior,0.42,7799,Habaagu
You See a Pair of Goblins,0,R,3,Instant,N/A,0.22,5571,Habaagu
Satoru Umezawa,1,BU,3,Legendary Creature,Human Ninja,0.34,3148,Hebert
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,Hebert
Azra Smokeshaper,0,B,4,Creature,Azra Ninja,0.08,11557,Hebert
Biting-Palm Ninja,0,B,3,Creature,Human Ninja,0.16,7664,Hebert
Blood on the Snow,0,B,6,Snow Sorcery,N/A,0.15,5607,Hebert
Brainstorm,0,U,1,Instant,N/A,1.54,60,Hebert
Brainsurge,0,U,3,Instant,N/A,0.4,2467,Hebert
Command Tower,0,Incolor,0,Land,N/A,1.0,2,Hebert
Commander's Sphere,0,Incolor,3,Artifact,N/A,0.16,32,Hebert
Cover of Darkness,0,B,2,Enchantment,N/A,14.55,1860,Hebert
Covert Technician,0,U,3,Artifact Creature,Human Ninja,0.04,9556,Hebert
Creeping Tar Pit,0,BU,0,Land,N/A,0.28,2316,Hebert
Darkwater Catacombs,0,BU,0,Land,N/A,N/A,300,Hebert
Diabolic Vision,0,BU,2,Sorcery,N/A,0.09,7578,Hebert
Dig Through Time,0,U,8,Instant,N/A,0.28,587,Hebert
Dimir Aqueduct,0,BU,0,Land,N/A,0.23,259,Hebert
Dimir Keyrune,0,BU,3,Artifact,N/A,0.13,5034,Hebert
Dimir Signet,0,BU,2,Artifact,N/A,0.59,109,Hebert
Dismal Backwater,0,BU,0,Land,N/A,N/A,882,Hebert
Dokuchi Shadow-Walker,0,B,6,Creature,Ogre Ninja,0.02,14284,Hebert
Dokuchi Silencer,0,B,2,Creature,Human Ninja,0.1,5743,Hebert
Dramatic Reversal,0,U,2,Instant,N/A,17.33,561,Hebert
Dream Cache,0,U,3,Sorcery,N/A,0.2,7727,Hebert
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,Hebert
Fabled Passage,0,Incolor,0,Land,N/A,5.35,72,Hebert
Fallen Shinobi,0,BU,5,Creature,Zombie Ninja,1.78,1788,Hebert
Frost Marsh,0,BU,0,Snow Land,N/A,1.37,10461,Hebert
Futurist Operative,0,U,4,Creature,Human Ninja,0.02,15475,Hebert
Halimar Depths,0,U,0,Land,N/A,0.31,1053,Hebert
"Higure, the Still Wind",0,U,5,Legendary Creature,Human Ninja,10.56,5057,Hebert
Ingenious Infiltrator,0,BU,4,Creature,Vedalken Ninja,3.48,2558,Hebert
"Ink-Eyes, Servant of Oni",0,B,6,Legendary Creature,Rat Ninja,10.47,2871,Hebert
Inkrise Infiltrator,0,B,2,Creature,Human Ninja,0.02,11533,Hebert
Invasion of Kamigawa // Rooftop Saboteurs,0,U,4,Battle,Siege // Creature — Moonfolk Ninja,0.07,13857,Hebert
Island,0,U,0,Basic Land,Island,N/A,N/A,Hebert
Jwar Isle Refuge,0,BU,0,Land,N/A,0.2,3316,Hebert
Kaito Shizuki,0,BU,3,Legendary Planeswalker,Kaito,1.91,4381,Hebert
"Kaito, Bane of Nightmares",0,BU,4,Legendary Planeswalker,Kaito,18.46,7462,Hebert
"Kotose, the Silent Spider",0,BU,5,Legendary Creature,Human Ninja,0.11,15099,Hebert
Levitation,0,U,4,Enchantment,N/A,0.31,7497,Hebert
Mist-Syndicate Naga,0,U,3,Creature,Snake Ninja,2.9,4014,Hebert
Mistblade Shinobi,0,U,3,Creature,Human Ninja,3.46,2932,Hebert
Moon-Circuit Hacker,0,U,2,Enchantment Creature,Human Ninja,0.17,2972,Hebert
Moonblade Shinobi,0,U,4,Creature,Human Ninja,0.14,7959,Hebert
Moonsnare Specialist,0,U,4,Creature,Human Ninja,0.03,6231,Hebert
Morphic Pool,0,BU,0,Land,N/A,14.44,123,Hebert
Mortuary Mire,0,B,0,Land,N/A,0.2,576,Hebert
Mukotai Ambusher,0,B,4,Artifact Creature,Rat Ninja,0.08,8786,Hebert
"Nashi, Moon Sage's Scion",0,B,3,Legendary Creature,Rat Ninja,1.47,1616,Hebert
"Nashi, Searcher in the Dark",0,BU,2,Legendary Creature,Rat Ninja Wizard,0.14,10623,Hebert
Nezumi Prowler,0,B,2,Artifact Creature,Rat Ninja,0.17,5265,Hebert
Ninja of the Deep Hours,0,U,4,Creature,Human Ninja,1.14,2960,Hebert
Ninja of the New Moon,0,B,5,Creature,Spirit Ninja,0.09,16185,Hebert
Okiba-Gang Shinobi,0,B,5,Creature,Rat Ninja,1.11,8065,Hebert
Opt,0,U,1,Instant,N/A,N/A,213,Hebert
Orochi Soul-Reaver,0,B,6,Creature,Snake Ninja Rogue,4.49,4475,Hebert
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,Hebert
Phantom Ninja,0,U,3,Creature,Illusion Ninja,0.14,8962,Hebert
Ponder,0,U,1,Sorcery,N/A,N/A,141,Hebert
Preordain,0,U,1,Sorcery,N/A,N/A,190,Hebert
Prosperous Thief,0,U,3,Creature,Human Ninja,0.21,2109,Hebert
Prowler's Helm,0,Incolor,2,Artifact,Equipment,0.74,2538,Hebert
Reliquary Tower,0,Incolor,0,Land,N/A,1.75,10,Hebert
Replicating Ring,0,Incolor,3,Snow Artifact,N/A,2.38,1118,Hebert
Rivendell,0,U,0,Legendary Land,N/A,1.72,716,Hebert
Saiba Cryptomancer,0,U,2,Creature,Moonfolk Ninja,0.15,8669,Hebert
Sakashima's Student,0,U,4,Creature,Human Ninja,25.82,3153,Hebert
"Satoru, the Infiltrator",0,BU,2,Legendary Creature,Human Ninja Rogue,1.27,3950,Hebert
Scroll Rack,0,Incolor,2,Artifact,N/A,25.86,1095,Hebert
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,Hebert
Serum Visions,0,U,1,Sorcery,N/A,0.89,681,Hebert
Shipwreck Marsh,0,BU,0,Land,N/A,3.13,216,Hebert
Silent-Blade Oni,0,BU,7,Creature,Demon Ninja,0.91,2495,Hebert
Silver-Fur Master,0,BU,2,Creature,Rat Ninja,0.27,2362,Hebert
Skullsnatcher,0,B,2,Creature,Rat Ninja,1.32,4795,Hebert
Smoke Shroud,0,U,2,Enchantment,Aura,0.15,6020,Hebert
Snow-Covered Swamp,0,B,0,Basic Snow Land,Swamp,0.48,N/A,Hebert
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,Hebert
Soothsaying,0,U,1,Enchantment,N/A,3.92,7184,Hebert
Submerged Boneyard,0,BU,0,Land,N/A,0.1,4496,Hebert
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,Hebert
Swiftfoot Boots,0,Incolor,2,Artifact,Equipment,N/A,12,Hebert
"Taeko, the Patient Avalanche",0,BU,4,Legendary Creature,Turtle Ninja,7.57,15301,Hebert
Tainted Isle,0,BU,0,Land,N/A,0.3,457,Hebert
Talisman of Dominance,0,BU,2,Artifact,N/A,1.12,94,Hebert
Temple of Deceit,0,BU,0,Land,N/A,0.23,260,Hebert
Temple of the False God,0,Incolor,0,Land,N/A,0.11,62,Hebert
Temporal Trespass,0,U,11,Sorcery,N/A,4.21,2956,Hebert
Thought Vessel,0,Incolor,2,Artifact,N/A,1.6,23,Hebert
Thousand-Faced Shadow,0,U,1,Creature,Human Ninja,1.55,2107,Hebert
Throat Slitter,0,B,5,Creature,Rat Ninja,7.48,3972,Hebert
Throatseeker,0,B,3,Creature,Vampire Ninja,0.19,10111,Hebert
Tolaria,0,U,0,Legendary Land,N/A,9.47,15213,Hebert
Treasure Cruise,0,U,8,Sorcery,N/A,N/A,546,Hebert
Underground River,0,BU,0,Land,N/A,2.48,183,Hebert
Victimize,0,B,3,Sorcery,N/A,N/A,144,Hebert
Walker of Secret Ways,0,U,3,Creature,Human Ninja,2.82,8402,Hebert
Zof Consumption // Zof Bloodbog,0,B,6,Sorcery // Land,N/A,0.1,9420,Hebert
The Ur-Dragon,1,BGRUW,9,Legendary Creature,Dragon Avatar,54.02,2541,JonatanBR
Ancestor Dragon,0,W,6,Creature,Dragon,1.05,15119,JonatanBR
Ancient Silver Dragon,0,U,8,Creature,Elder Dragon,33.96,1255,JonatanBR
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,JonatanBR
"Atarka, World Render",0,GR,7,Legendary Creature,Dragon,N/A,1341,JonatanBR
Bladewing's Thrall,0,B,4,Creature,Zombie,0.2,14805,JonatanBR
Boneyard Scourge,0,B,4,Creature,Zombie Dragon,4.65,9153,JonatanBR
Broodmate Tyrant,0,BGR,7,Creature,Dragon,0.24,12412,JonatanBR
Carnelian Orb of Dragonkind,0,R,3,Artifact,N/A,0.76,1960,JonatanBR
Casualties of War,0,BG,6,Sorcery,N/A,1.0,1631,JonatanBR
Cavern of Souls,0,Incolor,0,Land,N/A,36.9,112,JonatanBR
Cavern-Hoard Dragon,0,R,9,Creature,Dragon,10.65,1412,JonatanBR
Chaos Dragon,0,R,3,Creature,Dragon,3.86,3055,JonatanBR
Coalition Relic,0,Incolor,3,Artifact,N/A,0.28,2746,JonatanBR
Command Tower,0,Incolor,0,Land,N/A,1.0,2,JonatanBR
Commander's Sphere,0,Incolor,3,Artifact,N/A,0.16,32,JonatanBR
Crux of Fate,0,B,5,Sorcery,N/A,2.59,1434,JonatanBR
Cultivate,0,G,3,Sorcery,N/A,N/A,16,JonatanBR
Dragon's Hoard,0,Incolor,3,Artifact,N/A,N/A,1028,JonatanBR
Dragonborn Champion,0,GR,4,Creature,Dragon Warrior,9.85,2898,JonatanBR
Dragonlord Dromoka,0,GW,6,Legendary Creature,Elder Dragon,N/A,2551,JonatanBR
Dragonlord's Servant,0,R,2,Creature,Goblin Shaman,N/A,1308,JonatanBR
Dragonspeaker Shaman,0,R,3,Creature,Human Barbarian Shaman,6.17,1178,JonatanBR
Earthquake Dragon,0,G,15,Creature,Elemental Dragon,1.6,2810,JonatanBR
Farseek,0,G,2,Sorcery,N/A,1.0,27,JonatanBR
Firespitter Whelp,0,R,3,Creature,Dragon,0.22,7154,JonatanBR
Forest,0,G,0,Basic Land,Forest,N/A,N/A,JonatanBR
Garruk's Uprising,0,G,3,Enchantment,N/A,0.48,104,JonatanBR
Goldspan Dragon,0,R,5,Creature,Dragon,7.92,433,JonatanBR
Haunting Voyage,0,B,6,Sorcery,N/A,3.81,3441,JonatanBR
Haven of the Spirit Dragon,0,Incolor,0,Land,N/A,N/A,1219,JonatanBR
Hellkite Courser,0,R,6,Creature,Dragon,N/A,2781,JonatanBR
Immersturm Predator,0,BR,4,Creature,Vampire Dragon,0.22,5403,JonatanBR
Imposing Grandeur,0,R,5,Sorcery,N/A,1.55,4923,JonatanBR
Indatha Triome,0,BGW,0,Land,Plains Swamp Forest,17.63,395,JonatanBR
Island,0,U,0,Basic Land,Island,N/A,N/A,JonatanBR
"Iymrith, Desert Doom",0,U,5,Legendary Creature,Dragon,0.77,3797,JonatanBR
Jetmir's Garden,0,GRW,0,Land,Mountain Forest Plains,13.05,307,JonatanBR
Ketria Triome,0,GRU,0,Land,Forest Island Mountain,13.43,336,JonatanBR
Kindred Discovery,0,U,5,Enchantment,N/A,6.29,314,JonatanBR
"Korlessa, Scale Singer",0,GU,2,Legendary Creature,Dragon Bard,0.16,3073,JonatanBR
"Lathliss, Dragon Queen",0,R,6,Legendary Creature,Dragon,N/A,1157,JonatanBR
"Miirym, Sentinel Wyrm",0,GRU,6,Legendary Creature,Dragon Spirit,6.95,1523,JonatanBR
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,JonatanBR
Nature's Lore,0,G,2,Sorcery,N/A,1.9,31,JonatanBR
Old Gnawbone,0,G,7,Legendary Creature,Dragon,43.47,714,JonatanBR
"Palladia-Mors, the Ruiner",0,GRW,6,Legendary Creature,Elder Dragon,0.47,14603,JonatanBR
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,JonatanBR
Plains,0,W,0,Basic Land,Plains,N/A,N/A,JonatanBR
Raffine's Tower,0,BUW,0,Land,Plains Island Swamp,12.71,368,JonatanBR
"Ramos, Dragon Engine",0,BGRUW,6,Legendary Artifact Creature,Dragon,1.54,2711,JonatanBR
Ranger's Path,0,G,4,Sorcery,N/A,0.26,4695,JonatanBR
Raugrin Triome,0,RUW,0,Land,Island Mountain Plains,14.69,468,JonatanBR
"Rith, Liberated Primeval",0,GRW,5,Legendary Creature,Dragon,4.49,4015,JonatanBR
Rivaz of the Claw,0,BR,3,Legendary Creature,Lizard Warlock,1.4,2621,JonatanBR
"Sarkhan, Soul Aflame",0,RU,3,Legendary Creature,Human Shaman,N/A,2902,JonatanBR
Savai Triome,0,BRW,0,Land,Mountain Plains Swamp,18.18,447,JonatanBR
Scaled Nurturer,0,G,2,Creature,Dragon Druid,0.2,3231,JonatanBR
Scalelord Reckoner,0,W,5,Creature,Dragon,12.33,5386,JonatanBR
Scion of Draco,0,Incolor,12,Artifact Creature,Dragon,3.87,3381,JonatanBR
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,JonatanBR
Shivan Devastator,0,R,1,Creature,Dragon Hydra,4.11,3110,JonatanBR
Skyclave Relic,0,Incolor,3,Artifact,N/A,1.09,1569,JonatanBR
Skyshroud Claim,0,G,4,Sorcery,N/A,1.61,262,JonatanBR
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,JonatanBR
Spara's Headquarters,0,GUW,0,Land,Forest Plains Island,10.49,352,JonatanBR
Sunscorch Regent,0,W,5,Creature,Dragon,0.33,1688,JonatanBR
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,JonatanBR
Teferi's Protection,0,W,3,Instant,N/A,53.3,76,JonatanBR
Temple of the False God,0,Incolor,0,Land,N/A,0.11,62,JonatanBR
Tempt with Discovery,0,G,4,Sorcery,N/A,3.36,794,JonatanBR
Temur Ascendancy,0,GRU,3,Enchantment,N/A,N/A,992,JonatanBR
Terror of the Peaks,0,R,5,Creature,Dragon,23.04,555,JonatanBR
The World Tree,0,BGRUW,0,Land,N/A,4.23,680,JonatanBR
Thunderbreak Regent,0,R,4,Creature,Dragon,N/A,3015,JonatanBR
Tiamat,0,BGRUW,7,Legendary Creature,Dragon God,42.25,2967,JonatanBR
Twinflame Tyrant,0,R,5,Creature,Dragon,23.03,2563,JonatanBR
Two-Headed Hellkite,0,BGRUW,6,Creature,Dragon,11.55,3650,JonatanBR
Utter End,0,BW,4,Instant,N/A,0.11,1050,JonatanBR
Utvara Hellkite,0,R,8,Creature,Dragon,13.46,1267,JonatanBR
Wrathful Red Dragon,0,R,5,Creature,Dragon,2.93,1938,JonatanBR
Xander's Lounge,0,BRU,0,Land,Island Swamp Mountain,10.24,406,JonatanBR
Zagoth Triome,0,BGU,0,Land,Swamp Forest Island,20.46,362,JonatanBR
Ziatora's Proving Ground,0,BGR,0,Land,Swamp Mountain Forest,7.98,454,JonatanBR
"Titania, Protector of Argoth",1,G,5,Legendary Creature,Elemental,0.98,1085,Junin_da_granja-INVALIDO
Ancient Greenwarden,0,G,6,Creature,Elemental,7.99,712,Junin_da_granja-INVALIDO
Arboretum Elemental,0,G,9,Creature,Elemental,0.05,19968,Junin_da_granja-INVALIDO
Archaeological Dig,0,Incolor,0,Land,N/A,0.33,16956,Junin_da_granja-INVALIDO
Avenger of Zendikar,0,G,7,Creature,Elemental,1.5,254,Junin_da_granja-INVALIDO
Bant Panorama,0,Incolor,0,Land,N/A,0.17,3769,Junin_da_granja-INVALIDO
Barishi,0,G,4,Creature,Elemental,0.23,22146,Junin_da_granja-INVALIDO
Barkweave Crusher,0,G,4,Creature,Elemental Warrior,0.06,23817,Junin_da_granja-INVALIDO
Beast Within,0,G,3,Instant,N/A,N/A,22,Junin_da_granja-INVALIDO
Blast Zone,0,Incolor,0,Land,N/A,0.21,1263,Junin_da_granja-INVALIDO
Blighted Woodland,0,G,0,Land,N/A,0.27,543,Junin_da_granja-INVALIDO
Bloodbriar,0,G,3,Creature,Plant Elemental,0.04,16794,Junin_da_granja-INVALIDO
Bramble Familiar // Fetch Quest,0,G,2,Creature,Elemental Raccoon // Sorcery — Adventure,0.27,2753,Junin_da_granja-INVALIDO
Bramblesnap,0,G,2,Creature,Elemental,0.17,22339,Junin_da_granja-INVALIDO
Briarhorn,0,G,4,Creature,Elemental,0.16,18368,Junin_da_granja-INVALIDO
Broken Bond,0,G,2,Sorcery,N/A,0.35,1867,Junin_da_granja-INVALIDO
"Budoka Gardener // Dokai, Weaver of Life",0,G,2,Creature,Human Monk // Legendary Creature — Human Monk,0.47,9502,Junin_da_granja-INVALIDO
Bushwhack,0,G,1,Sorcery,N/A,0.09,1531,Junin_da_granja-INVALIDO
Captivating Cave,0,Incolor,0,Land,Cave,0.07,5593,Junin_da_granja-INVALIDO
Cavalier of Thorns,0,G,5,Creature,Elemental Knight,0.79,9004,Junin_da_granja-INVALIDO
Claws of Gix,0,Incolor,0,Artifact,N/A,0.99,6223,Junin_da_granja-INVALIDO
Cloudthresher,0,G,6,Creature,Elemental,0.19,14819,Junin_da_granja-INVALIDO
Collective Resistance,0,G,2,Instant,N/A,0.74,1596,Junin_da_granja-INVALIDO
Creeperhulk,0,G,5,Creature,Plant Elemental,0.3,16879,Junin_da_granja-INVALIDO
Cryptic Caves,0,Incolor,0,Land,N/A,0.15,3638,Junin_da_granja-INVALIDO
Cultivate,0,G,3,Sorcery,N/A,N/A,16,Junin_da_granja-INVALIDO
Destiny Spinner,0,G,2,Enchantment Creature,Human,0.62,664,Junin_da_granja-INVALIDO
Druid Class,0,G,2,Enchantment,Class,3.09,1258,Junin_da_granja-INVALIDO
Edge of Autumn,0,G,2,Sorcery,N/A,0.25,4879,Junin_da_granja-INVALIDO
Embodiment of Insight,0,G,5,Creature,Elemental,0.12,6694,Junin_da_granja-INVALIDO
Entish Restoration,0,G,3,Instant,N/A,1.9,438,Junin_da_granja-INVALIDO
Escape Tunnel,0,Incolor,0,Land,N/A,0.11,1561,Junin_da_granja-INVALIDO
Evercoat Ursine,0,G,5,Creature,Elemental Bear,0.22,7404,Junin_da_granja-INVALIDO
Evolving Wilds,0,Incolor,0,Land,N/A,0.7,17,Junin_da_granja-INVALIDO
Excavator,0,Incolor,2,Artifact,N/A,0.25,23938,Junin_da_granja-INVALIDO
Fertilid,0,G,3,Creature,Elemental,0.07,1684,Junin_da_granja-INVALIDO
Flourishing Bloom-Kin,0,G,2,Creature,Plant Elemental,0.07,10285,Junin_da_granja-INVALIDO
Forest,0,G,0,Basic Land,Forest,N/A,N/A,Junin_da_granja-INVALIDO
Fork in the Road,0,G,2,Sorcery,N/A,0.05,15138,Junin_da_granja-INVALIDO
Foundation Breaker,0,G,4,Creature,Elemental,0.49,3142,Junin_da_granja-INVALIDO
Fungus Elemental,0,G,4,Creature,Fungus Elemental,0.9,27249,Junin_da_granja-INVALIDO
Gaea's Revenge,0,G,7,Creature,Elemental,0.22,14663,Junin_da_granja-INVALIDO
Garruk's Uprising,0,G,3,Enchantment,N/A,0.48,104,Junin_da_granja-INVALIDO
Grasping Dunes,0,Incolor,0,Land,Desert,0.22,5950,Junin_da_granja-INVALIDO
Greenwarden of Murasa,0,G,6,Creature,Elemental,0.41,4947,Junin_da_granja-INVALIDO
Harrow,0,G,3,Instant,N/A,N/A,249,Junin_da_granja-INVALIDO
Hashep Oasis,0,G,0,Land,Desert,0.12,3726,Junin_da_granja-INVALIDO
Havenwood Battleground,0,G,0,Land,N/A,0.33,9977,Junin_da_granja-INVALIDO
Healer of the Glade,0,G,1,Creature,Elemental,0.08,19135,Junin_da_granja-INVALIDO
Hivespine Wolverine,0,G,5,Creature,Elemental Wolverine,0.06,13846,Junin_da_granja-INVALIDO
Jund Panorama,0,Incolor,0,Land,N/A,0.37,3614,Junin_da_granja-INVALIDO
Leafkin Druid,0,G,2,Creature,Elemental Druid,0.1,4544,Junin_da_granja-INVALIDO
Liege of the Tangle,0,G,8,Creature,Elemental,1.0,9403,Junin_da_granja-INVALIDO
Memorial to Unity,0,G,0,Land,N/A,0.09,10368,Junin_da_granja-INVALIDO
Mossborn Hydra,0,G,3,Creature,Elemental Hydra,5.05,2474,Junin_da_granja-INVALIDO
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,Junin_da_granja-INVALIDO
"Omnath, Locus of Mana",0,G,3,Legendary Creature,Elemental,2.9,3096,Junin_da_granja-INVALIDO
Orchard Elemental,0,G,6,Creature,Elemental,0.11,16817,Junin_da_granja-INVALIDO
Overgrowth Elemental,0,G,3,Creature,Elemental,0.13,15171,Junin_da_granja-INVALIDO
Prey Upon,0,G,1,Sorcery,N/A,0.04,5021,Junin_da_granja-INVALIDO
Prizefight,0,G,2,Instant,N/A,0.17,2761,Junin_da_granja-INVALIDO
Rampant Growth,0,G,2,Sorcery,N/A,N/A,26,Junin_da_granja-INVALIDO
Roiling Regrowth,0,G,3,Instant,N/A,0.46,1110,Junin_da_granja-INVALIDO
Root Elemental,0,G,6,Creature,Elemental,0.06,11764,Junin_da_granja-INVALIDO
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,Junin_da_granja-INVALIDO
Soul of the Harvest,0,G,6,Creature,Elemental,1.2,1262,Junin_da_granja-INVALIDO
Spring Cleaning,0,G,2,Instant,N/A,0.22,17045,Junin_da_granja-INVALIDO
Tangled Florahedron // Tangled Vale,0,G,2,Creature,Elemental // Land,0.2,2912,Junin_da_granja-INVALIDO
Thicket Crasher,0,G,4,Creature,Elemental Rhino,0.07,10804,Junin_da_granja-INVALIDO
Thicket Elemental,0,G,5,Creature,Elemental,0.23,16238,Junin_da_granja-INVALIDO
Titan of Industry,0,G,7,Creature,Elemental,2.83,3636,Junin_da_granja-INVALIDO
"Titania, Nature's Force",0,G,6,Legendary Creature,Elemental,1.47,3669,Junin_da_granja-INVALIDO
Tornado Elemental,0,G,7,Creature,Elemental,0.29,15520,Junin_da_granja-INVALIDO
